id,first_name,last_name,email,gender,age,company,salary
988,Clarence,Luck,cluckrf@cbc.ca,Male,33,Trunyx,207380.76
989,Aloysius,Bilbery,abilberyrg@soundcloud.com,Genderfluid,40,Ailane,159310.71
990,Berny,Crocken,bcrockenrh@hc360.com,Male,43,Rhycero,364781.28
991,Ethe,Madgett,emadgettri@gov.uk,Male,34,Fivespan,231637.02
992,Cordie,Salasar,csalasarrj@pagesperso-orange.fr,Male,58,Yambee,198037.45
993,Candida,Halstead,chalsteadrk@businesswire.com,Female,40,Fiveclub,501923.91
994,Rutledge,Lathwood,rlathwoodrl@cisco.com,Genderfluid,52,Devshare,573798.25
995,Tristam,Dufour,tdufourrm@163.com,Male,52,Midel,395101.86
996,Susann,Qualtrough,squaltroughrn@furl.net,Female,59,Kamba,331472.01
997,Steffane,Widger,swidgerro@fema.gov,Female,31,Pixonyx,70911.02
998,Sterling,Arghent,sarghentrp@columbia.edu,Male,33,Fivebridge,134468.13
999,Ange,Gather,agatherrq@ted.com,Male,52,Oyoloo,211117.0
1000,Patsy,Frostdick,pfrostdickrr@ucsd.edu,Male,47,Shuffledrive,145228.74
